date,time,location,download,upload
2018-06-11,10:52,Greve,904.37,414.56
2018-04-05,19:49,Langeland,678.01,1184.83
2018-12-01,13:22,Kalundborg,369.39,1150.91
2018-05-21,03:21,Fredensborg,967.0,358.43
2018-09-26,04:59,Ringsted,1269.16,569.39
2018-06-27,01:36,Nordfyn,793.84,1137.03
2018-04-15,19:51,Gentofte,1832.65,1016.89
2018-06-13,08:57,Copenhagen,1982.79,266.29
2018-03-12,17:47,Tønder,1794.89,0.73
2018-05-02,10:35,Vallensbæk,2470.95,284.84
2018-04-14,13:12,Herning,141.65,2.81
2018-10-09,21:57,Rudersdal,1061.47,1046.37
2018-04-26,22:20,Fanø,1754.95,375.54
2018-10-14,05:58,Rødovre,271.59,199.49
2018-01-16,21:49,Hjørring,1776.97,1044.07
2018-11-22,07:50,Frederikshavn,1072.75,751.55
2018-05-05,04:05,Morsø,2451.99,266.01
2018-09-28,03:27,Glostrup,372.18,1024.47
2018-11-08,22:32,Jammerbugt,1817.12,801.4
2018-07-11,23:04,Sorø,1643.37,519.54
2018-03-31,21:23,Solrød,1480.31,433.11
2018-03-14,18:35,Sønderborg,2033.86,552.16
2018-12-01,04:00,Svendborg,1185.88,913.03
2018-11-13,04:50,Jammerbugt,726.43,77.62
2018-12-26,01:18,Copenhagen,876.24,1166.68
2018-09-12,20:48,Norddjurs,146.64,897.8
2018-07-03,08:42,Næstved,2372.38,156.59
2018-11-22,21:14,Hjørring,2091.56,259.21
2018-08-18,21:03,Silkeborg,2356.12,642.25
2018-07-18,20:41,Læsø,1122.01,363.23
2018-04-30,11:16,Faxe,1468.74,1027.24
2018-09-20,16:31,Frederikssund,1720.67,819.64
2018-12-14,22:35,Bornholm,2291.84,1084.49
2018-03-09,12:41,Ballerup,427.1,831.83
2018-03-27,03:52,Syddjurs,327.27,35.88
2018-12-24,12:57,Sønderborg,1111.37,269.81
2018-06-10,10:56,Egedal,791.94,516.32
2018-04-20,15:37,Hillerød,546.66,944.91
2018-02-11,11:35,Holstebro,1114.47,503.02
2018-12-09,09:28,Hjørring,672.09,196.84
2018-05-15,10:58,Vesthimmerland,479.81,310.6
2018-08-25,03:54,Middelfart,929.5,980.72
2018-11-16,16:56,Struer,1470.54,853.57
2018-10-04,15:23,Fanø,356.99,9.2
2018-04-10,23:17,Tønder,113.24,706.28
2018-03-12,03:53,Odder,1468.19,106.59
2018-10-12,05:01,Rødovre,1021.53,160.82
2018-06-30,00:15,Sønderborg,997.23,289.8
2018-05-15,15:28,Nyborg,456.02,960.53
2018-12-20,06:14,Rødovre,2077.88,942.88
2018-04-13,22:43,Furesø,521.7,626.56
2018-04-27,07:26,Rebild,1340.11,1085.99
2018-12-01,16:53,Ringsted,794.05,756.74
2018-11-10,16:19,Skive,1521.7,354.56
2018-11-18,17:40,Aabenraa,2087.69,50.75
2018-12-15,20:29,Bornholm,622.65,873.01
2018-10-07,19:44,Hillerød,1563.24,980.97
2018-08-24,21:37,Mariagerfjord,1694.4,783.91
2018-03-14,21:29,Randers,2401.04,42.84
2018-01-05,02:43,Ærø,1303.76,1080.39
2018-06-17,16:15,Lyngby-Taarbæk,99.75,494.45
2018-01-30,08:05,Hjørring,748.37,1200.07
2018-01-23,10:44,Holstebro,2423.26,181.93
2018-09-14,06:47,Dragør,2360.07,261.46
2018-09-24,08:53,Ringkøbing-Skjern,2143.87,726.12
2018-01-25,13:38,Thisted,2192.52,406.06
2018-03-01,18:33,Syddjurs,8.37,1236.93
2018-08-03,09:50,Norddjurs,1738.57,410.69
2018-10-05,15:24,Ballerup,1501.47,454.5
2018-12-30,13:40,Favrskov,1362.33,637.99
2018-05-10,13:27,Næstved,1235.87,801.64
2018-04-13,09:02,Faaborg-Midtfyn,775.66,1130.81
2018-12-15,02:33,Norddjurs,363.77,1100.6
2018-12-10,20:03,Greve,1770.57,888.69
2018-10-09,01:29,Lemvig,1287.7,905.0
2018-09-17,22:26,Odsherred,2081.41,413.41
2018-06-02,15:36,Kolding,74.45,528.64
2018-07-10,17:51,Ringsted,2237.02,557.44
2018-03-03,14:21,Hvidovre,2066.24,834.06
2018-03-13,15:14,Odense,1176.21,425.8
2018-05-22,23:45,Odder,1653.11,769.11
2018-07-14,04:23,Ikast-Brande,1662.13,85.89
2018-11-19,21:35,Hørsholm,189.01,651.67
2018-10-18,19:01,Gribskov,161.81,106.12
2018-08-01,07:13,Faxe,1164.06,307.34
2018-05-27,04:39,Faxe,2450.49,52.97
2018-02-12,08:24,Helsingør,2390.27,590.07
2018-07-31,13:40,Faaborg-Midtfyn,1289.28,267.94
2018-11-25,22:07,Odder,908.99,819.75
2018-04-07,00:10,Kerteminde,2529.11,162.68
2018-08-15,15:31,Syddjurs,122.79,1256.89
2018-12-16,10:23,Herning,2317.11,697.76
2018-07-26,13:47,Albertslund,2239.88,994.55
2018-05-13,03:25,Ærø,1656.1,843.48
2018-07-28,23:33,Morsø,812.57,342.06
2018-07-25,08:46,Thisted,393.53,860.75
2018-10-31,23:21,Rødovre,574.3,630.0
2018-10-07,01:39,Holbæk,127.57,19.66
2018-05-15,14:43,Esbjerg,61.49,1269.43
2018-10-26,07:00,Norddjurs,201.53,1074.45
2018-12-21,02:35,Haderslev,1605.22,233.35
2018-08-18,20:22,Fredensborg,1473.92,1085.91
2018-05-22,05:09,Frederikssund,649.07,447.33
2018-05-08,00:00,Glostrup,1866.49,938.13
2018-11-02,16:25,Lejre,1599.29,1049.09
2018-10-05,21:57,Rebild,992.91,240.57
2018-05-05,09:45,Fanø,2309.11,227.72
2018-01-26,03:39,Bornholm,216.17,270.94
2018-12-16,08:34,Slagelse,2010.85,445.19
2018-04-09,18:06,Ringkøbing-Skjern,854.84,957.01
2018-08-28,21:07,Ishøj,2240.47,572.51
2018-05-02,05:27,Horsens,1365.51,1164.21
2018-09-22,04:01,Fredensborg,2146.13,1039.88
2018-06-02,05:04,Silkeborg,133.36,684.05
2018-04-19,02:54,Solrød,1631.24,787.14
2018-05-14,04:36,Aabenraa,783.3,95.94
2018-11-26,22:31,Fredericia,2489.75,1057.96
2018-12-07,02:57,Greve,737.16,101.66
2018-01-09,17:36,Rudersdal,1818.32,4.02
2018-05-14,10:29,Rebild,1158.98,397.52
2018-10-24,09:53,Roskilde,919.56,700.92
2018-02-20,23:27,Allerød,2440.86,1209.33
2018-02-06,22:38,Silkeborg,1883.34,1019.22
2018-12-18,11:14,Greve,678.37,234.5
2018-02-04,18:31,Lemvig,2061.46,995.03
2018-10-27,19:00,Albertslund,1832.88,79.93
2018-01-26,21:10,Kerteminde,1242.53,417.25
2018-12-08,11:05,Frederiksberg,1630.24,83.76
2018-12-26,13:49,Thisted,1696.49,1012.65
2018-03-06,20:28,Favrskov,2080.79,705.1
2018-10-30,20:08,Vejle,550.16,918.66
2018-12-12,07:03,Gentofte,1237.2,980.58
2018-06-29,19:37,Odder,1249.26,14.89
2018-02-09,04:54,Morsø,127.86,866.89
2018-12-22,11:29,Ishøj,2479.53,118.18
2018-04-14,10:00,Favrskov,871.01,835.49
2018-03-02,14:24,Lolland,883.99,188.92
2018-07-08,05:47,Samsø,650.89,1134.43
2018-05-10,02:45,Vordingborg,869.64,455.49
2018-06-10,07:46,Jammerbugt,883.82,919.76
2018-09-14,03:01,Ærø,2261.77,1105.49
2018-03-11,08:36,Rødovre,2147.32,930.28
2018-02-01,08:30,Mariagerfjord,1305.44,1060.01
2018-07-31,02:48,Odsherred,1104.83,358.18
2018-06-25,22:48,Assens,60.51,373.68
2018-12-24,17:45,Køge,10.24,460.31
2018-02-22,05:00,Næstved,119.87,70.94
2018-02-03,18:53,Lyngby-Taarbæk,2076.06,929.64
2018-03-24,14:05,Randers,770.57,1208.52
2018-01-25,00:22,Sønderborg,1904.99,163.62
2018-12-05,08:31,Jammerbugt,1658.62,118.99
2018-12-06,12:43,Slagelse,2196.05,1095.27
2018-03-26,17:54,Rudersdal,900.5,854.62
2018-10-17,08:44,Varde,453.52,919.39
2018-07-15,17:25,Høje-Taastrup,2323.52,1057.36
2018-04-28,07:42,Ishøj,2164.25,917.89
2018-05-29,13:17,Hedensted,1095.95,312.95
2018-09-18,01:46,Tårnby,314.75,1168.2
2018-07-18,05:03,Billund,655.3,509.08
2018-04-21,00:51,Hedensted,985.07,852.32
2018-09-06,20:33,Faaborg-Midtfyn,551.33,324.25
2018-11-08,16:24,Aarhus,1988.03,855.38
2018-08-31,12:23,Holbæk,14.84,738.93
2018-09-14,10:03,Odsherred,66.68,712.81
2018-12-24,14:06,Brønderslev,94.16,1161.07
2018-05-16,06:55,Aabenraa,131.08,435.95
2018-08-09,10:21,Kerteminde,721.65,408.96
2018-09-15,05:13,Middelfart,1602.55,414.36
2018-03-08,07:21,Solrød,190.17,827.39
2018-05-20,19:06,Holstebro,1316.01,874.72
2018-10-21,00:52,Helsingør,1283.24,943.06
2018-01-08,01:46,Holstebro,1053.85,610.86
2018-11-20,03:42,Langeland,251.91,1028.31
2018-02-27,00:12,Frederiksberg,1062.87,966.15
2018-05-07,07:54,Glostrup,83.38,131.11
2018-07-31,14:35,Gribskov,211.92,925.39
2018-05-03,11:57,Viborg,2178.11,508.58
2018-05-11,05:18,Sønderborg,2031.15,238.32
2018-10-04,07:49,Fanø,1981.5,1070.34
2018-04-27,20:28,Randers,1694.39,895.43
2018-01-28,08:18,Rødovre,1464.13,1192.31
2018-08-02,13:10,Langeland,1299.4,20.36
2018-11-01,23:49,Vejen,507.69,482.26
2018-01-23,01:13,Lyngby-Taarbæk,138.2,585.47
2018-06-23,04:19,Struer,2520.93,554.84
2018-07-09,11:41,Rødovre,513.14,803.78
2018-11-20,04:58,Assens,92.96,675.97
2018-03-10,17:13,Læsø,1547.38,502.44
2018-11-16,02:02,Aalborg,438.92,666.11
2018-02-21,04:48,Kerteminde,2073.55,383.26
2018-05-26,21:00,Rudersdal,1482.34,1046.03
2018-10-08,10:43,Glostrup,1501.13,1082.43
2018-05-24,16:56,Greve,1716.91,950.05
2018-05-16,03:32,Helsingør,280.47,900.33
2018-05-05,21:11,Køge,289.25,924.08
2018-12-09,07:54,Langeland,2231.75,664.56
2018-04-08,22:55,Rebild,1831.77,735.79
2018-08-05,02:23,Ringsted,1016.36,91.7
2018-06-25,17:48,Skive,1921.43,714.58
2018-01-24,05:13,Frederikshavn,1486.69,1138.27
2018-02-22,09:36,Sønderborg,1773.07,1045.79
2018-05-19,20:16,Morsø,370.49,622.52
2018-11-14,08:15,Aarhus,315.46,1047.76
2018-11-29,13:16,Faxe,812.55,26.17
2018-05-04,06:19,Thisted,1256.28,560.11
2018-07-12,02:21,Høje-Taastrup,425.74,468.16
2018-01-26,00:26,Odder,1553.45,622.42
2018-11-14,11:28,Allerød,1732.46,1265.44
2018-09-04,00:34,Aalborg,1.07,509.74
2018-08-05,04:15,Tårnby,726.8,510.0
2018-08-03,16:50,Sønderborg,1171.61,671.66
2018-03-21,18:36,Frederikssund,2240.46,74.3
2018-06-18,02:15,Fredensborg,316.53,146.02
2018-09-01,06:14,Odense,1127.61,1077.46
2018-06-29,01:32,Silkeborg,1138.46,757.76
2018-07-31,17:35,Guldborgsund,52.11,1023.53
2018-01-16,17:04,Allerød,470.25,1112.5
2018-09-03,16:38,Hillerød,289.45,687.2
2018-11-26,09:10,Frederikssund,2148.59,503.73
2018-02-02,11:51,Albertslund,2094.92,76.05
2018-04-11,04:35,Frederiksberg,1538.83,169.71
2018-04-09,01:02,Odder,1012.78,94.3
2018-02-26,03:58,Ikast-Brande,1654.37,544.11
2018-02-12,16:41,Vallensbæk,975.31,261.94
2018-05-03,14:26,Frederiksberg,465.48,631.79
2018-01-16,17:03,Hillerød,632.1,350.01
2018-04-15,10:17,Billund,856.92,375.46
2018-02-03,17:11,Ikast-Brande,1856.43,845.45
2018-11-22,17:23,Middelfart,181.91,431.0
2018-06-23,12:24,Hjørring,759.42,0.6
2018-05-07,18:39,Samsø,1876.19,502.9
2018-12-26,15:37,Syddjurs,2152.71,471.37
2018-04-16,16:57,Samsø,1939.65,328.25
2018-01-20,19:49,Hedensted,21.3,392.88
2018-01-31,15:03,Allerød,493.0,138.31
2018-06-16,03:00,Sønderborg,1653.67,1252.07
2018-11-07,15:30,Varde,534.79,894.44
2018-04-12,11:01,Roskilde,628.48,6.38
2018-01-16,18:46,Lyngby-Taarbæk,1328.14,498.95
2018-03-24,21:32,Rebild,2129.87,707.25
2018-01-25,19:27,Aabenraa,617.46,879.9
2018-01-24,00:57,Kalundborg,2317.56,1146.19
2018-10-13,16:55,Rødovre,732.87,705.28
2018-10-14,01:14,Frederikshavn,2386.1,318.6
2018-11-16,13:48,Kolding,2088.78,1150.57
2018-12-19,23:43,Sorø,307.04,435.24
2018-12-17,03:16,Nordfyn,231.62,339.33
2018-10-05,02:28,Slagelse,2250.89,1029.99
2018-02-10,19:24,Greve,1054.48,713.1
2018-01-11,10:39,Billund,168.02,181.59
2018-05-30,08:30,Vejen,366.13,161.33
2018-12-19,01:58,Allerød,1787.18,673.5
2018-11-08,11:36,Fanø,540.93,262.68
2018-11-12,15:50,Middelfart,445.83,964.39
2018-07-11,00:15,Glostrup,402.45,1143.94
2018-10-02,16:46,Roskilde,2418.23,310.25
2018-04-18,17:16,Stevns,430.43,309.46
2018-03-25,23:55,Hvidovre,1330.38,332.57
2018-03-21,02:45,Aarhus,2004.15,892.68
2018-04-01,23:37,Skive,392.14,782.3
2018-04-26,19:07,Halsnæs,528.3,1024.34
2018-12-13,19:58,Skanderborg,1878.92,1109.53
2018-01-07,10:45,Slagelse,45.54,1194.1
2018-06-06,01:01,Ishøj,800.78,733.36
2018-12-10,05:56,Sønderborg,112.09,367.52
2018-10-08,21:09,Roskilde,81.14,637.43
2018-08-17,18:11,Copenhagen,1613.61,102.05
2018-01-14,18:09,Ballerup,2519.94,437.16
2018-09-28,12:14,Herning,1812.74,492.51
2018-10-05,19:41,Ballerup,707.6,267.81
2018-08-08,19:27,Høje-Taastrup,1228.86,922.77
2018-06-27,23:25,Hedensted,2313.91,566.93
2018-10-05,11:24,Aarhus,1720.97,1070.04
2018-10-01,13:37,Langeland,1551.29,831.01
2018-08-03,15:58,Horsens,344.22,1251.85
2018-08-29,14:32,Vallensbæk,1356.12,1236.5
2018-05-22,15:02,Solrød,1778.84,940.44
2018-07-09,12:37,Hvidovre,2281.34,159.03
2018-07-17,21:02,Hørsholm,675.8,526.33
2018-05-20,11:36,Varde,1461.03,183.85
2018-11-17,21:14,Silkeborg,1149.25,767.59
2018-07-29,12:51,Mariagerfjord,295.63,297.81
2018-06-17,14:24,Solrød,2223.42,493.08
2018-02-03,16:22,Frederiksberg,1698.66,1108.76
2018-09-04,06:25,Aarhus,1765.47,436.49
2018-07-25,11:27,Læsø,130.3,556.97
2018-04-22,17:55,Ringsted,733.28,673.97
2018-05-30,02:42,Tårnby,2218.81,412.49
2018-11-28,16:15,Vesthimmerland,658.44,442.42
2018-09-30,20:52,Læsø,132.92,1083.75
2018-11-12,06:35,Furesø,1560.93,971.24
2018-06-26,22:00,Hjørring,2002.24,918.38
2018-06-12,16:51,Læsø,1394.94,683.84
2018-02-04,03:11,Allerød,1022.23,327.12
2018-07-26,11:13,Odsherred,894.4,249.85
2018-03-08,10:27,Høje-Taastrup,1473.68,810.71
2018-02-09,00:35,Allerød,2258.94,346.6
2018-02-05,22:56,Rudersdal,1107.81,370.46
2018-04-22,19:39,Copenhagen,1120.95,1019.78
2018-09-23,18:47,Nordfyn,961.95,83.11
2018-08-05,13:04,Vallensbæk,797.4,347.43
2018-10-26,09:45,Hillerød,976.9,666.41
2018-08-04,19:14,Allerød,521.69,711.28
2018-12-18,03:38,Solrød,2495.7,794.8
2018-03-25,08:35,Furesø,1267.82,908.2
2018-03-06,08:50,Fredensborg,2491.82,473.74
2018-05-21,21:15,Sønderborg,438.86,45.64
2018-04-19,14:17,Ballerup,189.32,343.76
2018-02-04,12:03,Næstved,1948.96,312.91
2018-07-20,01:26,Gentofte,843.46,566.12
2018-04-14,02:32,Herlev,74.11,777.61
2018-10-09,17:47,Sorø,712.41,1095.3
2018-09-29,15:36,Glostrup,1185.14,488.21
2018-09-17,10:31,Guldborgsund,921.24,475.23
2018-10-08,18:14,Solrød,1491.88,1121.16
2018-11-11,08:09,Rødovre,718.2,1198.59
2018-03-18,09:58,Aarhus,1074.72,173.47
2018-12-20,11:05,Sønderborg,790.02,1276.98
2018-06-23,15:58,Køge,1065.45,861.48
2018-12-13,08:09,Randers,413.58,122.48
2018-04-18,18:57,Skanderborg,1375.42,1112.05
2018-09-17,10:15,Assens,1535.13,724.81
2018-05-25,08:40,Ringsted,580.77,800.6
2018-11-08,23:40,Aalborg,1981.65,311.07
2018-03-02,04:25,Haderslev,2221.76,937.01
2018-09-06,05:06,Svendborg,1123.57,646.63
2018-09-01,01:00,Hedensted,1319.72,844.49
2018-01-13,15:00,Fanø,1228.29,1274.31
2018-12-07,15:14,Halsnæs,1889.48,857.43
2018-03-03,12:32,Vejle,1865.87,925.99
2018-07-13,05:36,Assens,1534.24,250.84
2018-05-24,23:00,Vejle,2067.65,1262.5
2018-06-12,05:03,Gentofte,1336.0,412.64
2018-01-21,16:14,Kolding,2479.4,594.01
2018-06-04,22:02,Samsø,552.23,885.41
2018-01-18,09:05,Skanderborg,2277.83,540.35
2018-02-09,10:02,Næstved,257.95,732.08
2018-06-14,01:39,Assens,1754.19,473.62
2018-01-15,23:57,Tårnby,823.03,806.98
2018-03-30,23:55,Viborg,668.96,979.4
2018-06-06,23:09,Tønder,1461.36,1074.47
2018-04-20,05:31,Assens,2278.45,77.28
2018-09-05,11:52,Albertslund,1306.07,289.0
2018-02-16,07:13,Esbjerg,112.99,371.56
2018-08-09,17:57,Syddjurs,1604.43,1068.24
2018-09-14,11:14,Albertslund,2152.58,203.3
2018-09-21,03:43,Vesthimmerland,1356.34,1049.56
2018-04-28,18:23,Vejle,320.63,1129.39
2018-04-28,08:16,Syddjurs,1536.71,904.73
2018-01-28,10:11,Mariagerfjord,587.48,978.1
2018-01-16,12:49,Kalundborg,1031.22,1213.06
2018-09-05,08:49,Frederikssund,189.85,40.51
2018-02-16,08:41,Roskilde,231.52,1074.58
2018-11-29,22:33,Høje-Taastrup,748.82,247.44
2018-11-24,22:57,Odder,1120.51,378.84
2018-10-31,15:19,Viborg,2413.47,1069.49
2018-04-18,16:16,Nyborg,2003.06,1247.82
2018-06-12,18:35,Fredensborg,67.55,1200.2
2018-05-05,19:56,Lemvig,768.21,1113.55
2018-11-21,03:19,Frederikshavn,873.37,54.31
2018-02-17,00:54,Halsnæs,1794.63,548.93
2018-01-26,04:58,Furesø,2454.31,43.9
2018-02-11,03:11,Lejre,1866.62,668.98
2018-04-22,23:10,Fanø,413.43,18.38
2018-04-12,22:46,Ringkøbing-Skjern,424.21,433.16
2018-11-04,07:06,Ikast-Brande,2433.19,517.47
2018-08-25,00:38,Glostrup,2019.14,1278.46
2018-05-06,21:39,Fredensborg,1824.85,631.15
2018-12-23,20:35,Næstved,369.59,995.57
2018-06-04,02:12,Ballerup,2540.89,481.12
2018-09-25,06:34,Glostrup,1361.28,645.08
2018-04-06,19:13,Kalundborg,582.82,265.28
2018-07-25,08:46,Faxe,2117.77,1050.05
2018-08-28,13:22,Esbjerg,1731.79,101.6
2018-09-28,17:10,Jammerbugt,1527.29,762.1
2018-02-09,17:52,Høje-Taastrup,1257.6,96.96
2018-11-20,02:00,Viborg,1267.56,610.37
2018-12-30,00:48,Varde,2417.15,1021.34
2018-05-28,04:53,Kalundborg,1316.37,1175.66
2018-06-16,18:52,Odense,2048.29,249.69
2018-08-28,20:03,Odense,102.97,897.62
2018-04-25,14:13,Hedensted,615.15,411.79
2018-03-25,17:39,Lemvig,1893.11,887.32
2018-03-12,08:36,Nordfyn,940.92,761.47
2018-10-06,02:48,Høje-Taastrup,1209.57,622.86
2018-07-05,04:50,Jammerbugt,1921.78,1146.81
2018-03-18,09:18,Aarhus,1406.69,243.93
2018-11-02,04:54,Hørsholm,281.24,362.0
2018-06-10,11:24,Odder,2372.13,1176.95
2018-05-15,23:33,Syddjurs,806.71,104.86
2018-01-26,13:47,Aalborg,526.69,627.96
2018-02-14,12:46,Struer,2399.9,458.0
2018-03-22,22:44,Morsø,1033.71,198.58
2018-11-03,04:14,Odsherred,2288.79,613.45
2018-10-21,04:15,Svendborg,880.41,303.62
2018-06-09,15:30,Greve,1842.27,1105.2
2018-03-21,12:25,Albertslund,2158.4,324.19
2018-03-14,08:09,Helsingør,1514.56,1014.07
2018-03-25,07:41,Herning,1330.18,705.27
2018-06-15,10:31,Dragør,1961.62,1164.88
2018-08-18,15:11,Struer,761.99,750.7
2018-11-24,02:15,Gribskov,724.53,337.03
2018-01-25,10:53,Holbæk,550.84,6.03
2018-03-24,21:14,Faxe,1684.49,1027.01
2018-08-31,13:53,Gladsaxe,530.05,517.68
2018-09-12,03:04,Albertslund,909.86,566.47
2018-11-18,19:37,Holstebro,2461.75,759.41
2018-10-23,14:41,Næstved,1746.3,299.69
2018-01-12,08:17,Herlev,2020.43,485.63
2018-12-07,21:11,Langeland,2445.17,942.13
2018-11-20,13:41,Egedal,1578.63,715.37
2018-04-22,20:23,Nordfyn,1275.88,188.54
2018-04-22,10:31,Favrskov,2553.76,719.52
2018-08-26,10:11,Middelfart,1550.76,272.37
2018-04-14,15:23,Svendborg,184.58,631.48
2018-08-05,12:17,Hørsholm,2027.45,1180.18
2018-11-21,04:55,Dragør,2328.72,66.61
2018-02-20,08:36,Norddjurs,950.05,406.43
2018-06-10,15:50,Aarhus,1784.18,538.42
2018-02-28,09:19,Albertslund,760.64,1248.03
2018-06-23,14:15,Vesthimmerland,2003.39,966.16
2018-12-13,06:54,Frederikshavn,1385.55,1088.24
2018-12-17,09:41,Glostrup,229.99,1245.39
2018-11-02,20:32,Brønderslev,1914.62,485.89
2018-12-11,13:22,Rudersdal,634.34,1038.34
2018-06-23,03:21,Esbjerg,410.0,295.83
2018-03-03,15:26,Langeland,2044.83,762.94
2018-08-23,12:47,Holstebro,1735.27,1194.94
2018-02-12,18:56,Kalundborg,55.58,914.99
2018-10-28,00:36,Fredensborg,772.57,450.84
2018-06-15,18:41,Lemvig,2303.8,1147.2
2018-09-14,05:19,Favrskov,2392.49,351.91
2018-09-19,11:42,Stevns,992.17,258.04
2018-07-29,09:01,Holbæk,598.29,1060.2
2018-07-27,18:23,Morsø,773.15,938.55
2018-11-12,08:03,Billund,134.8,479.71
2018-06-21,16:17,Langeland,1025.11,974.29
2018-06-10,21:48,Egedal,1364.03,1084.87
2018-06-07,13:31,Ishøj,1443.76,145.52
2018-06-05,14:21,Billund,429.26,529.34
2018-05-14,04:03,Brønderslev,520.95,508.36
2018-11-01,11:47,Thisted,1493.58,293.32
2018-01-19,18:00,Haderslev,345.92,11.43
2018-02-03,12:54,Odsherred,1945.3,686.33
2018-09-03,05:53,Skanderborg,411.75,574.3
2018-03-11,07:28,Solrød,2470.63,1173.85
2018-06-07,15:13,Aalborg,188.15,73.25
2018-02-27,22:27,Vallensbæk,1747.82,675.37
2018-02-04,09:27,Tårnby,2357.11,1237.91
2018-10-21,05:18,Rudersdal,91.61,120.82
2018-08-27,14:36,Ballerup,194.97,927.57
2018-07-08,01:53,Slagelse,1707.71,550.94
2018-02-26,04:01,Helsingør,2195.23,1023.0
2018-11-01,08:52,Ærø,2555.23,437.48
2018-10-13,11:39,Hjørring,846.25,1194.15
2018-12-08,05:50,Skanderborg,1309.62,465.44
2018-03-13,01:24,Læsø,2025.79,442.39
2018-10-23,19:49,Hvidovre,619.89,899.6
2018-05-28,00:02,Thisted,2131.86,359.95
2018-03-02,00:21,Albertslund,706.23,1035.49
2018-07-22,20:43,Struer,328.01,1185.69
2018-11-29,19:32,Egedal,1068.75,766.63
2018-08-08,20:50,Odsherred,1515.44,76.45
2018-11-29,01:54,Aarhus,1936.7,398.37
2018-03-02,19:00,Rebild,1476.04,1052.3
2018-03-08,13:58,Ballerup,37.5,1174.82
2018-06-24,04:02,Guldborgsund,1854.27,145.22
2018-08-26,15:11,Næstved,2347.23,838.91
2018-11-09,10:40,Dragør,1326.4,857.33
2018-04-23,01:40,Furesø,824.72,227.65
2018-02-02,08:32,Norddjurs,1929.12,801.6
2018-08-09,09:59,Skanderborg,1097.24,736.39
2018-08-27,02:28,Herlev,633.39,1234.08
2018-02-15,20:54,Slagelse,2274.88,71.16
2018-08-17,12:43,Tønder,1377.99,53.41
2018-01-15,06:30,Syddjurs,841.19,1254.94
2018-07-22,04:54,Ærø,135.85,374.67
2018-05-01,14:21,Rødovre,251.47,940.66
2018-10-15,16:00,Varde,2103.05,283.45
2018-08-18,20:24,Hillerød,1735.12,982.44
2018-10-17,23:40,Nyborg,1749.14,939.54
2018-12-22,05:39,Varde,1709.21,121.2
2018-11-02,05:26,Glostrup,1582.47,719.1
2018-05-23,20:49,Fredericia,1111.39,309.1
2018-01-05,03:42,Faaborg-Midtfyn,1278.02,47.45
2018-04-17,03:57,Odder,1280.45,1072.57
2018-04-19,17:40,Dragør,1146.36,219.13
2018-04-18,00:27,Haderslev,249.56,77.64
2018-12-05,21:24,Kolding,378.83,1246.28
2018-02-23,04:28,Rødovre,1166.85,574.59
2018-07-22,11:49,Struer,112.66,950.14
2018-02-23,05:21,Skive,1652.35,955.13
2018-06-03,12:00,Favrskov,2091.61,471.17
2018-08-18,03:51,Kolding,1075.54,770.75
2018-04-06,06:20,Ishøj,1206.45,1128.12
2018-04-30,08:38,Assens,1868.61,654.25
2018-06-29,13:08,Dragør,432.31,768.0
2018-04-21,14:40,Haderslev,1640.17,55.16
2018-11-05,20:05,Guldborgsund,1151.44,390.35
2018-03-19,19:04,Thisted,1810.23,934.74
2018-07-21,01:34,Allerød,1860.27,838.56
2018-11-22,19:52,Roskilde,760.99,563.87
2018-03-18,02:04,Faxe,1638.53,1115.18
2018-08-13,19:00,Fanø,2157.58,832.29
2018-06-13,19:33,Samsø,1538.15,1087.22
2018-04-20,19:05,Læsø,596.72,324.35
2018-12-04,16:44,Aalborg,887.36,874.14
2018-09-30,18:19,Struer,732.79,446.93
2018-11-13,22:07,Haderslev,53.88,323.08
2018-02-12,18:15,Lyngby-Taarbæk,2408.44,618.12
2018-12-22,17:35,Fredericia,400.07,675.05
2018-01-30,13:15,Ringsted,2352.28,52.38
2018-04-09,07:50,Høje-Taastrup,2023.03,437.13
2018-02-18,09:27,Stevns,657.13,1194.26
2018-01-24,06:23,Middelfart,1932.75,1172.34
2018-04-16,11:14,Vordingborg,2089.62,644.17
2018-09-12,05:40,Struer,1505.77,889.33
2018-06-06,00:13,Copenhagen,2251.05,58.26
2018-03-24,00:34,Læsø,1408.59,959.65
2018-04-09,23:11,Halsnæs,1441.02,798.38
2018-05-21,23:53,Ikast-Brande,551.14,203.23
2018-02-13,23:54,Ballerup,61.57,762.12
2018-04-06,07:43,Mariagerfjord,2377.89,1191.93
2018-05-03,10:11,Jammerbugt,2052.43,489.16
2018-09-24,08:29,Herlev,2187.21,799.92
2018-07-16,12:30,Faaborg-Midtfyn,83.06,902.98
2018-09-06,03:32,Hedensted,1801.05,201.92
2018-11-05,02:37,Fanø,1604.19,1006.08
2018-03-22,04:05,Hedensted,977.64,849.9
2018-05-08,18:53,Solrød,918.1,997.38
2018-07-28,13:22,Guldborgsund,1082.31,1268.08
2018-12-02,05:42,Holbæk,2054.0,224.9
2018-10-25,17:34,Hjørring,891.7,792.21
2018-11-24,04:34,Solrød,973.64,581.85
2018-12-26,06:40,Furesø,151.91,347.19
2018-02-01,17:08,Rudersdal,568.08,1232.24
2018-04-03,23:09,Aarhus,357.73,458.65
2018-04-05,07:51,Ringkøbing-Skjern,929.04,568.83
2018-11-09,17:18,Greve,551.17,428.38
